Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Inspecção válida até,Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Possibilidade de financiamento,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Filtro de partículas,IUC,IVA Discriminado,Sub-modelo,Clássico,ou até,Consumo Combinado,Gancho de Reboque,Autonomia,Bateria,Consumo,Valor sem ISV,Capacidade da bateria,Site,Portugal,Data
Particular,Audi,A6 Avant,2.0 TDi S-line S tronic,Diesel,Outubro,2014,268 000 km,1 968 cm3,190 cv,,Carrinha,Preto,,Automática,6,5,5,Classe 1,Tracção dianteira,,,,,,,Sim,,"5,30 l/100km",,Usados,21 000        EUR,8090688756,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-s-line-s-tronic-ID8PxHJV.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Maio,2018,78 000 km,1 461 cm3,110 cv,,Carrinha,Prateado,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,1 000 km,95 g/km,08/03/2024,1,Nacional,Sim,Sim,Sim,"4,20 l/100km","3,40 l/100km",Usados,18 750        EUR,8089934723,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PuxA7.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A3 Sportback,30 TDI Advanced,Diesel,Abril,2022,51 000 km,1 968 cm3,116 cv,,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,118 g/km,,,Nacional,Sim,,Sim,4 l/100km,"3,30 l/100km",Usados,28 750        EUR,8090641448,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-advanced-ID8PxwqU.html,,Sim,,18 Meses,,235 €,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Abril,2022,37 km,999 cm3,110 cv,,SUV / TT,Cinzento,,Manual,,5,5,,,,,18/04/2026,,Nacional,,Sim,Sim,,,Novos,23 950        EUR,8089164200,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8Prj8k.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,d Style,Diesel,Setembro,2020,120 106 km,1 461 cm3,116 cv,Sim,Citadino,Preto,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,25 890        EUR,8090454430,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-ID8PvIMu.html,Sim,Sim,,18 Meses,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic,Diesel,Março,2018,119 000 km,1 999 cm3,150 cv,,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,,167 g/km,,,,Sim,Sim,Sim,"6,30 l/100km","4,90 l/100km",Usados,28 990        EUR,8089992153,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-ID8PuMvp.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Passat,2.0 TDI Business P.DSG,Diesel,Julho,2019,162 710 km,1 968 cm3,150 cv,Sim,Sedan,Prateado,,Automática,,4,5,,,,,,,Nacional,Sim,,Sim,,,Usados,22 990        EUR,8087583195,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-2-0-tdi-business-p-dsg-ID8PkFQf.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,V40,2.0 D2 Momentum Geartronic,Diesel,Maio,2019,54 728 km,1 969 cm3,120 cv,Sim,Utilitário,Preto,,Automática,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,23 490        EUR,8090192598,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-momentum-geartronic-ID8PwCFo.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Qashqai,1.6 dCi Tekna Premium,Diesel,Agosto,2017,96 600 km,1 598 cm3,130 cv,Sim,SUV / TT,Castanho,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,20 990        EUR,8090596092,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-premium-ID8PxjDm.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.6 BlueHDi Style,Diesel,Maio,2015,105 300 km,1 560 cm3,120 cv,,Monovolume,Cinzento,Metalizado,Manual,,5,7,,,,,01/05/2023,,Nacional,,,Sim,,,Usados,15 450        EUR,8088214579,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-style-ID8Pnk5R.html,Sim,Sim,,24 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,BMW,520,d Line Luxury Auto,Diesel,Julho,2017,160 054 km,1 995 cm3,190 cv,,Sedan,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,650 km,135 g/km,,,,Sim,Sim,,,,Usados,29 980        EUR,8090611436,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PxnCQ.html,,,,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,XC 40,2.0 D3 Momentum,Diesel,Outubro,2018,173 274 km,1 969 cm3,150 cv,Sim,SUV / TT,Preto,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,26 490        EUR,8090586313,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-ID8Pxh5D.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Qashqai,1.6 dCi N-Connecta RS Xtronic,Diesel,Maio,2017,90 266 km,1 598 cm3,130 cv,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,,,,,,,Nacional,,Sim,,,,Usados,21 690        EUR,8090469551,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-n-connecta-rs-xtronic-ID8PvMIn.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Maio,2022,16 004 km,999 cm3,92 cv,Sim,Utilitário,Vermelho,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,16 990        EUR,8089874394,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PuhT4.html,,,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Setembro,2021,20 276 km,999 cm3,90 cv,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,1,Nacional,Sim,Sim,Sim,"6,20 l/100km",,Usados,16 990        EUR,8088989668,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PqzJi.html,Sim,Sim,29/10/2023,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Março,2023,5 km,1 199 cm3,75 cv,,Citadino,Preto,,Manual,,5,,,,,,,,Nacional,,,,,,Usados,21 500        EUR,8089170031,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PrkEn.html,Sim,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,CDi BE Style,Diesel,Novembro,2012,155 500 km,1 461 cm3,109 cv,,Utilitário,Branco,Metalizado,Manual,,5,5,,,,,,1,Nacional,,,,"4,50 l/100km",,Usados,15 500        EUR,8023345410,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-style-ID8KZ8EV.html,Sim,Sim,,18 Meses,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Skoda,Octavia Break,1.6 TDI Business Line,Diesel,Maio,2019,120 011 km,1 598 cm3,115 cv,Sim,Carrinha,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,1,Nacional,Sim,Sim,Sim,"4,80 l/100km",,Usados,18 900        EUR,8090475642,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-1-6-tdi-business-line-ID8PvOiC.html,Sim,Sim,,18 Meses,,149 €,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 180,d Avantgarde,Diesel,Outubro,2018,183 456 km,1 598 cm3,122 cv,Sim,Carrinha,Preto,Metalizado,Manual,6,5,,Classe 1,,,,,1,,Sim,Sim,Sim,"4,90 l/100km",,Usados,22 900        EUR,8087503615,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-avantgarde-ID8Pkl8H.html,Sim,Sim,,18 Meses,Sim,149 €,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Outubro,2018,177 469 km,1 499 cm3,130 cv,Sim,SUV / TT,Verde,Metalizado,Automática,,5,7,Classe 1,,,,,1,,Sim,Sim,Sim,"4,50 l/100km",,Usados,24 900        EUR,8090541300,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8Px5nC.html,Sim,Sim,,18 Meses,,149 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Talisman,1.6 dCi Executive EDC,Diesel,Fevereiro,2018,67 608 km,1 598 cm3,160 cv,Sim,Sedan,Cinzento,,Automática,,4,5,,,,,,,Nacional,Sim,,Sim,,,Usados,26 990        EUR,8089949973,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-1-6-dci-executive-edc-ID8PuBy5.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Março,2022,16 400 km,1 332 cm3,109 cv,Sim,Utilitário,Branco,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,28 000        EUR,8089897818,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PunYS.html,,,,24 Meses,,,,Classe A,,,"5,90 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308 SW,2.0 BlueHDi GT Line EAT6,Diesel,Junho,2016,160 000 km,1 997 cm3,150 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,,,,,,,,Sim,Sim,,,,Usados,17 500        EUR,8088540297,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-2-0-bluehdi-gt-line-eat6-ID8PoGPn.html,,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,508 SW,2.0 BlueHDi Allure EAT8,Diesel,Outubro,2019,176 000 km,1 997 cm3,163 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,,,,,,,,Sim,Sim,Sim,,,Usados,27 000        EUR,8086970670,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-2-0-bluehdi-allure-eat8-ID8Pi6uO.html,,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 180,BlueTEC Exclusive Aut.,Diesel,Dezembro,2016,207 000 km,1 598 cm3,116 cv,,Carrinha,Branco,,Automática,7,5,5,Classe 1,,,,01/12/2024,,Importado,,Sim,Sim,,,Usados,18 490        EUR,8090586571,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-bluetec-exclusive-aut-ID8Pxh9N.html,Sim,Sim,,18 Meses,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack,Diesel,Junho,2018,98 000 km,1 499 cm3,130 cv,,SUV / TT,Cinzento,,Manual,,5,5,,,,,01/06/2024,,Importado,,,,,,Usados,24 900        EUR,8090432284,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-ID8PvD1i.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,508 SW,BlueHDi 120 EAT6 Stop&Start Allure,Diesel,Março,2016,105 000 km,1 560 cm3,120 cv,Sim,Carrinha,Azul,Metalizado,Automática,,5,,,,,,,,,,Sim,Sim,"4,70 l/100km",,Usados,15 500        EUR,8090438808,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-bluehdi-120-eat6-stop-start-allure-ID8PvEIv.html,,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.6 BlueHDi Allure,Diesel,Outubro,2017,151 528 km,1 560 cm3,120 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,,113 g/km,,,Importado,,Sim,Sim,"4,90 l/100km",4 l/100km,Usados,21 000        EUR,8090019401,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-allure-ID8PuTBT.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.6 HDi Access,Diesel,Maio,2018,92 000 km,1 560 cm3,115 cv,,Monovolume,Cinzento,Metalizado,Manual,,5,7,,,,,01/05/2024,,Importado,Sim,Sim,Sim,,,Usados,24 900        EUR,8090131666,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-hdi-access-ID8PwmOC.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Dezembro,2020,72 900 km,1 461 cm3,85 cv,,Citadino,Preto,,Manual,,5,5,,,,,01/12/2024,,Importado,,,,,,Usados,18 890        EUR,8090153946,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-intens-ID8PwsBY.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,218 Active Tourer,d Advantage Auto,Diesel,Outubro,2015,266 000 km,1 995 cm3,150 cv,Sim,Monovolume,Preto,,Automática,,5,5,Classe 1,,,,,1,Nacional,,Sim,Sim,,,Usados,15 900        EUR,8090340165,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-218-active-tourer-d-advantage-auto-ID8Pvf3w.html,Sim,Sim,,18 Meses,Sim,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A3 Sportback,1.6 TDI Design,Diesel,Fevereiro,2017,181 425 km,1 598 cm3,110 cv,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,16 490        EUR,8090644861,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-design-ID8PxvjX.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,i3,94Ah +Comfort Package Advance,Eléctrico,Junho,2017,100 000 km,,170 cv,Sim,Citadino,Preto,,Automática,,5,,,,,,,,,Sim,Sim,,,,Usados,19 500        EUR,8090596541,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-comfort-package-advance-ID8PxjKB.html,,Sim,,18 Meses,,,,Série i,,,,,200 km,Própria,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,3008,1.5 BlueHDi Active,Diesel,Fevereiro,2020,40 479 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,28 490        EUR,8089188667,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8PrpuX.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308,1.5 BlueHDi Active,Diesel,Outubro,2018,119 984 km,1 499 cm3,130 cv,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,1,,Sim,Sim,Sim,,,Usados,16 490        EUR,8089028027,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-active-ID8PqJHZ.html,Sim,Sim,,18 Meses,Sim,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,3008,1.5 BlueHDi Crossway EAT8,Diesel,Julho,2018,126 312 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,1,,Sim,Sim,Sim,,,Usados,22 950        EUR,8089143946,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-crossway-eat8-ID8PrdRE.html,Sim,Sim,,18 Meses,Sim,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,320,e Touring Corporate Edition Auto,Híbrido (Gasolina),Janeiro,2022,20 000 km,1 998 cm3,204 cv,Sim,Carrinha,Preto,,Automática,8,5,5,Classe 1,Tracção dianteira,,33 g/km,,,Nacional,,,,,,Usados,43 900        EUR,8090565491,23 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-e-touring-corporate-edition-auto-ID8PxbFN.html,Sim,Sim,,18 Meses,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 200,d AMG Line Aut.,Diesel,Maio,2019,90 000 km,1 598 cm3,160 cv,Sim,Sedan,Branco,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,,,1,Nacional,Sim,Sim,Sim,,,Usados,35 900        EUR,8090299016,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-amg-line-aut-ID8Pv4lO.html,Sim,Sim,,18 Meses,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X5,xDrive25d Sport-Aut.,Diesel,Abril,2016,154 000 km,1 995 cm3,231 cv,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,,Integral,,148 g/km,,2,Importado,,,Sim,,,Usados,35 900        EUR,8090539661,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-xdrive25d-sport-aut-ID8Px4Xb.html,Sim,Sim,,18 Meses,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Fiat,500e C,La Prima,Eléctrico,Fevereiro,2022,20 846 km,,118 cv,Sim,Cabrio,Cinzento,,Automática,1,2,4,,Tracção dianteira,260 km,,,,Nacional,Sim,,Sim,,,Usados,32 980        EUR,8090596847,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500e-c-la-prima-ID8PxjPx.html,Sim,Sim,01/03/2025,18 Meses,,,Sim,,,,,,260 km,Própria,"14,90 kWh/100km",,,StandVirtual,Yes,2023-09-28
Profissional,BMW,216 Gran Tourer,d 7L Line Sport Auto,Diesel,Março,2019,70 064 km,1 496 cm3,116 cv,Sim,SUV / TT,Cinzento,,Automática,,5,,,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090609968,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-7l-line-sport-auto-ID8Pxnfa.html,,,,18 Meses,,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Hyundai,Kauai,EV 64kWh Premium+P.Premium,Eléctrico,Dezembro,2020,77 179 km,,204 cv,Sim,Citadino,Cinzento,,Automática,,5,,,,,,,,Nacional,,,,,,Usados,33 490        EUR,8090609954,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-p-premium-ID8PxneV.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,BMW,X4,xDrive35d Aut. M Sport,Diesel,Novembro,2017,168 000 km,2 993 cm3,313 cv,Sim,SUV / TT,Azul,Metalizado,Automática,,5,,,,,,,,,,,,"6,70 l/100km",,Usados,33 500        EUR,8090306948,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x4-xdrive35d-aut-m-sport-ID8Pv6pK.html,,,,,Sim,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,116,d Corporate Edition M,Diesel,Março,2021,19 956 km,1 496 cm3,116 cv,Sim,Citadino,Preto,,Manual,,5,,,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090609941,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-corporate-edition-m-ID8PxneJ.html,,,,18 Meses,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Cupra,Formentor,1.5 TSI Sport DSG,Gasolina,Novembro,2022,8 939 km,1 498 cm3,150 cv,Sim,SUV / TT,Azul,,Automática,6,5,5,Classe 1,,,,,1,Nacional,,,Sim,,,Usados,35 950        EUR,8090677577,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8PxEPD.html,Sim,Sim,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Toyota,RAV4,2.5 HDF Square Collection,Híbrido (Gasolina),Março,2019,63 000 km,2 487 cm3,218 cv,,SUV / TT,Branco,,Automática,1,5,,,Tracção dianteira,,129 g/km,,1,Nacional,,,,"4,70 l/100km","4,70 l/100km",Usados,39 500        EUR,8090668821,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-5-hdf-square-collection-ID8PxCyp.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2020,71 000 km,1 995 cm3,190 cv,,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,1,Nacional,Sim,Sim,Sim,,,Usados,42 900        EUR,8090662692,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PxAXy.html,,Sim,,18 Meses,Sim,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MINI,Cooper,,Eléctrico,Outubro,2021,14 087 km,,184 cv,Sim,Utilitário,Cinzento,,Automática,,3,4,Classe 1,,,,,,,Sim,Sim,Sim,,,Usados,34 990        EUR,8090406182,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8Pvvei.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC AMG Line,Diesel,Dezembro,2018,79 000 km,1 950 cm3,194 cv,,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,,,1,Nacional,Sim,Sim,Sim,"5,80 l/100km",,Usados,42 900        EUR,8090662584,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-amg-line-ID8PxAWO.html,,Sim,,18 Meses,Sim,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Ateca,2.0 TDI Style,Diesel,Abril,2022,19 893 km,1 968 cm3,115 cv,,SUV / TT,Branco,,Manual,6,5,5,,Tracção dianteira,,129 g/km,,,Nacional,,,Sim,,,Usados,33 950        EUR,8089277004,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-2-0-tdi-style-ID8PrMtK.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,XC 60,2.0 D3 Momentum,Diesel,Outubro,2018,156 585 km,1 969 cm3,150 cv,Sim,SUV / TT,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,131 g/km,,1,Nacional,Sim,Sim,,,,Usados,30 490        EUR,8088905160,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d3-momentum-ID8PqdKg.html,,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Mercedes-Benz,GLC 43 AMG,,Gasolina,Janeiro,2018,45 000 km,2 996 cm3,390 cv,,SUV / TT,Cinzento,,Automática,,5,,,,,,,,,,,,"13,60 l/100km",,Usados,44 000        EUR,8090571202,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-43-amg-ID8Pxd9U.html,,Sim,,,Sim,,,Classe GLC,,,,,,,,Sim,,StandVirtual,Yes,2023-09-28
Profissional,MINI,Electric,Cooper SE,Eléctrico,Abril,2021,18 000 km,,184 cv,,Utilitário,Cinzento,Mate,Automática,,3,5,Classe 1,Tracção dianteira,230 km,,25/04/2025,1,,,Sim,Sim,,,Usados,33 000        EUR,8088059460,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PmFJV.html,,Sim,25/04/2023,18 Meses,,,,,,,,,230 km,Própria,"15,50 kWh/100km",,230 kWh,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 220,d AMG Line,Diesel,Maio,2017,119 000 km,1 950 cm3,194 cv,,Coupé,Cinzento,Metalizado,Automática,9,3,4,Classe 1,Tracção traseira,,143 g/km,,,,Sim,Sim,Sim,"5,50 l/100km","4,10 l/100km",Usados,41 990        EUR,8090035753,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PuXRD.html,,,,18 Meses,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Honda,Civic,2.0 VTEC Turbo Type R,Gasolina,Novembro,2016,89 251 km,1 996 cm3,310 cv,,Utilitário,Branco,Pérola,Manual,,5,,,,,,,1,,Sim,Sim,Sim,"9,40 l/100km",,Usados,35 450        EUR,8090103412,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-vtec-turbo-type-r-ID8PwfsU.html,,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Tesla,Model S,90D,Eléctrico,Setembro,2017,95 000 km,,525 cv,,Sedan,Preto,,Automática,,5,5,Classe 1,,,,01/09/2025,,,Sim,Sim,Sim,,,Usados,44 950        EUR,8087398346,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-90d-ID8PjTKO.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
