Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Aceita retoma,2º Chave,IUC,Consumo Combinado,Inspecção válida até,Sub-modelo,Autonomia Máxima,Autonomia,Bateria,ou até,Garantia de Fábrica até,Clássico,Consumo,Gancho de Reboque,Capacidade da bateria,Valor sem ISV,Site,Portugal,Data
Profissional,SEAT,Leon,,Gasolina,Março,2020,46 000 km,999 cm3,115 cv,Sim,,,Utilitário,Preto,Automática,,5,5,Classe 1,,,18 Meses,,Importado,,,Usados,20 990        EUR,8089238167,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-ID8PrCnl.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Opel,Grandland X,1.2 T Ultimate,Gasolina,Março,2019,71 000 km,1 199 cm3,130 cv,Sim,,,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Importado,,,Usados,19 990        EUR,8089238163,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-2-t-ultimate-ID8PrCnh.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Opel,Crossland X,1.2 T 120 Anos,Gasolina,Junho,2019,25 584 km,1 199 cm3,110 cv,Sim,,,Utilitário,Azul,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,,Usados,16 990        EUR,8089238162,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-t-120-anos-ID8PrCng.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,Focus,1.0 EcoBoost ST-Line,Gasolina,Outubro,2020,32 991 km,998 cm3,125 cv,Sim,,,Utilitário,Vermelho,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,,Usados,20 990        EUR,8089238094,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-st-line-ID8PrCma.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Fevereiro,2022,12 300 km,999 cm3,110 cv,Sim,,,Utilitário,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,,Usados,19 990        EUR,8089151542,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PrfQa.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Jaguar,XF,,Diesel,Setembro,2015,99 200 km,1 999 cm3,163 cv,Sim,,,Sedan,Preto,Automática,8,4,5,Classe 1,,,18 Meses,,Importado,,,Usados,22 990        EUR,8089151616,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xf-ID8PrfRm.html,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Kadjar,,Diesel,Outubro,2020,86 220 km,1 461 cm3,116 cv,Sim,,,SUV / TT,Branco,Manual,,5,5,Classe 1,,,18 Meses,,Nacional,,,Usados,25 990        EUR,8088772467,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-ID8PpFe3.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Julho,2018,85 500 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Azul,Automática,8,5,5,Classe 1,,,18 Meses,,Importado,,,Usados,24 990        EUR,8088773618,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-eat8-ID8PpFvC.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line EDC,Diesel,Abril,2019,108 000 km,1 461 cm3,115 cv,Sim,,Sim,Carrinha,Azul,Automática,7,5,5,Classe 1,,,18 Meses,,Nacional,,,Usados,18 990        EUR,8088688041,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-edc-ID8Ppjgl.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,116,d Pack M Auto,Diesel,Julho,2020,137 132 km,1 496 cm3,116 cv,,,Sim,Utilitário,Branco,Automática,,5,5,,,,36 Meses,,Nacional,Sim,,Usados,26 850        EUR,8090494719,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PvTgj.html,,,,,Sim,Sim,,,,Série 1,,,,,01/01/0001,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,208,,Gasolina,Maio,2019,38 000 km,1 199 cm3,110 cv,Sim,,Sim,Citadino,Cinzento,Automática,6,5,5,Classe 1,,,18 Meses,,Nacional,,Sim,Usados,16 990        EUR,8088901786,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8PqcRQ.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Zoe,Intens 40 Flex,Eléctrico,Outubro,2018,65 000 km,,92 cv,Sim,,Sim,Utilitário,Branco,Automática,,5,5,Classe 1,,,18 Meses,2,,,,Usados,16 500        EUR,8089117296,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-40-flex-ID8Pr6WO.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Zoe,Zen 50 Flex,Eléctrico,Maio,2020,43 250 km,,109 cv,,Sim,Sim,Pequeno citadino,Branco,Automática,,5,5,,,,18 Meses,1,,Sim,Sim,Usados,15 799        EUR,8088089487,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-zen-50-flex-ID8PmNyf.html,Metalizado,,,,Sim,Sim,,,15/09/2024,,,395 km,Aluguer,,,,"17,30 kWh/100km",,52 kWh,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Clio,,Gasolina,Agosto,2020,24 100 km,1 000 cm3,100 cv,Sim,,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,,18 Meses,1,Nacional,,Sim,Usados,16 800        EUR,8089936596,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8Puy4k.html,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,VW,Sharan,2.0 TDI Trendline,Diesel,Setembro,2017,134 000 km,1 968 cm3,150 cv,,,Sim,Monovolume,Preto,Manual,6,5,7,Classe 1,Tracção dianteira,130 g/km,18 Meses,1,Nacional,,,Usados,26 990        EUR,8089157012,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-trendline-ID8Prhgo.html,Metalizado,"6,10 l/100km",,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure EAT8,Diesel,Dezembro,2017,161 000 km,1 499 cm3,130 cv,Sim,,Sim,Carrinha,Azul,Automática,,5,5,Classe 1,,,18 Meses,,Nacional,,Sim,Usados,16 500        EUR,8088708778,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-eat8-ID8PpoEO.html,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,325,d Line Luxury,Diesel,Setembro,2014,150 000 km,1 995 cm3,218 cv,Sim,,Sim,Sedan,Preto,Manual,6,4,5,,,,18 Meses,,Nacional,,Sim,Usados,22 500        EUR,8088461432,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-325-d-line-luxury-ID8Pomjm.html,,,,Sim,Sim,Sim,,,,Série 3,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Audi,A3 Sportback,1.6 TDI Advance Ultra,Diesel,Março,2015,117 486 km,1 598 cm3,110 cv,Sim,,,Utilitário,Preto,Manual,,5,5,,,,,,,,,Usados,16 500        EUR,8090604671,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-advance-ultra-ID8PxlRJ.html,Metalizado,"3,90 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Leaf,Tekna,Eléctrico,Dezembro,2020,30 000 km,,150 cv,Sim,,Sim,Utilitário,Branco,Automática,,5,,,,,18 Meses,,,Sim,,Usados,22 500        EUR,8090353160,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-tekna-ID8Pvir6.html,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,Q3,,Gasolina,Agosto,2019,58 583 km,1 498 cm3,150 cv,Sim,Sim,,SUV / TT,Preto,Manual,,5,5,Classe 1,,,18 Meses,,Importado,,,Usados,31 190        EUR,8090619253,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-ID8PxpEW.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Opel,Grandland,1.2 T GS Line,Gasolina,Julho,2022,21 190 km,1 199 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,24 Meses,1,Nacional,,Sim,Usados,30 500        EUR,8090153742,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-1-2-t-gs-line-ID8PwsyG.html,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,318,d Touring Auto,Diesel,Abril,2021,91 688 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Preto,Automática,,5,5,,Tracção traseira,133 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,31 690        EUR,8090619374,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8PxpGS.html,,,,,,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Dezembro,2020,41 324 km,1 395 cm3,245 cv,,,,Utilitário,Cinzento,Automática,6,5,5,Classe 1,Tracção dianteira,27 g/km,18 Meses,1,Importado,Sim,Sim,Usados,31 480        EUR,8090668478,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8PxCsS.html,,,,,,Sim,"144,05 €",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Cupra,Formentor,2.0 TDI,Diesel,Janeiro,2023,1 110 km,1 968 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,,,127 g/km,18 Meses,,Nacional,,,Usados,38 900        EUR,8090619407,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-2-0-tdi-ID8PxpHp.html,,,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Tesla,Model Y,Long Range Tração Integral,Eléctrico,Agosto,2021,57 000 km,,351 cv,Sim,,,SUV / TT,Cinzento,Automática,1,5,5,,Integral,,,1,Nacional,,Sim,Usados,43 000        EUR,8090610011,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-trao-integral-ID8PxnfR.html,,,,,,,,,,,,500 km,Própria,80 000 km,01/09/2025,,"18,60 kWh/100km",,75 kWh,,StandVirtual,Yes,2023-09-25
Profissional,Land Rover,Discovery Sport,2.0 eD4 R-Dynamic S,Diesel,Junho,2020,67 500 km,1 999 cm3,150 cv,Sim,,,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,41 900        EUR,8090573353,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-2-0-ed4-r-dynamic-s-ID8PxdIB.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta J18,Gasolina,Maio,2022,18 672 km,1 332 cm3,140 cv,Sim,,,SUV / TT,Preto,Manual,,5,5,,,,24 Meses,,Nacional,,,Usados,31 890        EUR,8090573345,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-j18-ID8PxdIt.html,,,,,,,,"6,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Hyundai,Tucson,1.6 T-GDi 48V Premium,Gasolina,Abril,2022,8 048 km,1 598 cm3,150 cv,Sim,Sim,,SUV / TT,Azul,Manual,,5,5,,,,67 Meses,,Nacional,,,Usados,31 500        EUR,8090555485,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-48v-premium-ID8Px94p.html,,,,,,,,"6,80 l/100km",,,,,,,28/04/2029,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,3008,,Diesel,Maio,2022,29 734 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Preto,Automática,,5,5,,,,36 Meses,,Nacional,,,Usados,36 750        EUR,8090573359,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PxdIH.html,,,,,,,,"5,20 l/100km",,,,,,,26/09/2026,,,,,,StandVirtual,Yes,2023-09-25
Profissional,VW,ID.3,Pro Performance Style,Eléctrico,Dezembro,2020,31 331 km,,204 cv,Sim,Sim,,Utilitário,Cinzento,Automática,,5,,,,,18 Meses,,Importado,,,Usados,31 990        EUR,8090574055,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-3-pro-performance-style-ID8PxdTW.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Qashqai,1.3 DIG-T N-GO,Gasolina,Abril,2022,15 190 km,1 332 cm3,140 cv,Sim,,,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,30 990        EUR,8090573343,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-go-ID8PxdIr.html,,,,,,,,"6,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,VW,Passat Variant,1.4 TSI GTE+ Plug-in,Híbrido (Gasolina),Outubro,2021,20 755 km,1 395 cm3,218 cv,Sim,Sim,,Carrinha,Azul,Automática,,5,5,,,,18 Meses,,Nacional,,,Usados,39 990        EUR,8090573354,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PxdIC.html,,,,,,,,"1,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Novembro,2020,33 462 km,1 395 cm3,218 cv,Sim,,Sim,Carrinha,Cinzento,Automática,,5,,,,,18 Meses,,Nacional,,,Usados,34 990        EUR,8090298210,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8Pv48O.html,,,,,Sim,,,"1,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Qashqai,1.3 DIG-T N-GO Xtronic,Gasolina,Março,2022,34 014 km,1 332 cm3,158 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,18 Meses,,Nacional,,,Usados,34 990        EUR,8090298202,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-go-xtronic-ID8Pv48G.html,,,,,Sim,,,"6,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Tesla,Model S,100D,Eléctrico,Setembro,2018,185 000 km,,525 cv,,,Sim,Sedan,Preto,Automática,,5,5,Classe 1,,,36 Meses,1,Nacional,Sim,Sim,Usados,45 000        EUR,8090068109,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-100d-ID8Pw6hw.html,Metalizado,,,,,Sim,,,30/09/2024,,,,Própria,,30/09/2026,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Jaguar,XE,25t R-Sport,Gasolina,Setembro,2017,34 720 km,1 997 cm3,250 cv,,,Sim,Sedan,Preto,Automática,,4,5,Classe 1,Tracção traseira,162 g/km,18 Meses,,,Sim,,Usados,36 500        EUR,8089579618,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-25t-r-sport-ID8Pt3cC.html,Pérola,"9,10 l/100km",6 l/100km,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Kia,e-Niro,EV 64kWh Drive,Eléctrico,Junho,2023,704 km,,204 cv,Sim,Sim,,Utilitário,Preto,Automática,,5,5,,,,60 Meses,,Nacional,,,Usados,44 500        EUR,8090449384,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-drive-ID8PvHt6.html,,,,,,,,,,,,,,,26/09/2028,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,508,1.6 Hybrid GT Line e-EAT8,Híbrido (Gasolina),Fevereiro,2020,42 112 km,1 598 cm3,225 cv,Sim,,Sim,Carrinha,Preto,Automática,,5,5,,,,36 Meses,,,,,Usados,34 990        EUR,8090438622,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-6-hybrid-gt-line-e-eat8-ID8PvEFv.html,,,,,Sim,,,"1,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,MINI,John Cooper Works,Auto Desportiva,Gasolina,Novembro,2019,51 289 km,1 998 cm3,232 cv,Sim,,Sim,Utilitário,Vermelho,Automática,,3,4,,,,18 Meses,,Nacional,,,Usados,34 990        EUR,8090438642,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-auto-desportiva-ID8PvEFQ.html,,,,,Sim,,,"7,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,X2,16 d sDrive Auto Pack M,Diesel,Agosto,2019,70 000 km,1 496 cm3,116 cv,Sim,,Sim,SUV / TT,Preto,Automática,7,5,5,Classe 1,Tracção traseira,13 g/km,18 Meses,,Nacional,Sim,Sim,Usados,36 999        EUR,8090310504,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-pack-m-ID8Pv7l6.html,Metalizado,,,,Sim,Sim,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Julho,2019,85 000 km,1 461 cm3,116 cv,Sim,,Sim,Utilitário,Preto,Automática,7,4,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,Usados,31 999        EUR,8088685022,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8PpitE.html,,"4,40 l/100km",,,Sim,Sim,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Qashqai,,Híbrido (Gasolina),Julho,2021,8 600 km,1 332 cm3,140 cv,,Sim,Sim,SUV / TT,Azul,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,Usados,30 950        EUR,8090482221,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-ID8PvQ0J.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Abril,2019,59 000 km,1 950 cm3,306 cv,Sim,,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,Tracção traseira,,18 Meses,,,Sim,Sim,Usados,40 500        EUR,8085653672,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-avantgarde-ID8PczSU.html,Metalizado,,,Sim,Sim,Sim,,,,Classe E,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna Xtronic,Gasolina,Abril,2022,7 896 km,1 332 cm3,158 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,,5,5,,,129 g/km,18 Meses,,Importado,,,Usados,32 990        EUR,8090691336,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-tekna-xtronic-ID8PxIpy.html,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,S-Max,2.0 TDCi ST-Line Powershift,Diesel,Dezembro,2020,60 000 km,1 997 cm3,210 cv,,,Sim,Monovolume,Cinzento,Automática,8,5,7,Classe 1,Tracção dianteira,144 g/km,18 Meses,1,,Sim,Sim,Usados,40 950        EUR,8090228258,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-s-max-2-0-tdci-st-line-powershift-ID8PwLVy.html,Metalizado,"6,30 l/100km","5,10 l/100km",,Sim,Sim,,,30/12/2024,,800 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,S-Max,2.0 TDCi Vignale Powershift,Diesel,Agosto,2018,93 000 km,1 997 cm3,210 cv,,,Sim,Monovolume,Cinzento,Automática,6,5,7,Classe 1,Tracção dianteira,144 g/km,18 Meses,,Nacional,Sim,Sim,Usados,39 750        EUR,8090227610,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-s-max-2-0-tdci-vignale-powershift-ID8PwLM6.html,Metalizado,"6,30 l/100km","5,10 l/100km",,Sim,Sim,240 €,,30/08/2023,,800 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,S-Max,2.0 TDCi ST-Line Powershift,Diesel,Dezembro,2018,77 000 km,1 997 cm3,210 cv,,,Sim,Monovolume,Cinzento,Automática,6,5,7,Classe 1,Tracção dianteira,144 g/km,18 Meses,1,,Sim,Sim,Usados,39 500        EUR,8090226516,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-s-max-2-0-tdci-st-line-powershift-ID8PwLus.html,Metalizado,"6,30 l/100km","5,10 l/100km",,Sim,Sim,240 €,,30/12/2023,,800 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,3008,2.0 BlueHDi GT Line Grip Control,Diesel,Janeiro,2018,60 000 km,1 997 cm3,150 cv,,,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,121 g/km,36 Meses,,,,,Usados,31 900        EUR,8090241959,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-2-0-bluehdi-gt-line-grip-control-ID8PwPwx.html,Pérola,"5,30 l/100km","4,30 l/100km",,Sim,,,,,,800 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,X4,20 d xDrive Pack M Auto,Diesel,Maio,2016,102 332 km,1 995 cm3,190 cv,Sim,,Sim,SUV / TT,Preto,Automática,,5,5,Classe 1,Integral,,18 Meses,1,Nacional,Sim,Sim,Usados,36 750        EUR,8089117226,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-pack-m-auto-ID8Pr6UG.html,,,,Sim,Sim,Sim,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Grand Scénic,1.7 Blue dCi Bose Edition EDC,Diesel,Dezembro,2019,70 000 km,1 749 cm3,150 cv,,,Sim,Monovolume,Branco,Automática,6,5,7,Classe 1,Tracção dianteira,159 g/km,18 Meses,1,,Sim,Sim,Usados,31 750        EUR,8090241325,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-7-blue-dci-bose-edition-edc-ID8PwPlj.html,Pérola,"5,70 l/100km","4,30 l/100km",,Sim,Sim,160 €,,30/12/2023,,800 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,320,d Touring xDrive Pack M,Diesel,Dezembro,2018,120 000 km,1 995 cm3,190 cv,,,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Integral,133 g/km,18 Meses,1,,Sim,Sim,Usados,31 500        EUR,8090238952,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-xdrive-pack-m-ID8PwOJ2.html,Metalizado,"6,10 l/100km","4,40 l/100km",Sim,Sim,Sim,,,30/12/2023,Série 3,800 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,A 45 AMG,,Gasolina,Dezembro,2015,69 000 km,1 991 cm3,360 cv,Sim,,Sim,Utilitário,Branco,Manual,7,5,5,Classe 1,Integral,,36 Meses,1,,Sim,Sim,Usados,44 998        EUR,8082814160,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-ID8P0Fck.html,Metalizado,,,,Sim,Sim,,,04/12/2023,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Volvo,XC 60,2.0 D4 R-Design AWD Geartronic,Diesel,Outubro,2017,49 000 km,1 969 cm3,190 cv,,,,SUV / TT,Branco,Automática,8,5,5,Classe 1,Integral,184 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,39 990        EUR,8090618951,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-r-design-awd-geartronic-ID8PxpA3.html,Pérola,"6,40 l/100km","5,20 l/100km",,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,308 SW,1.6 Hybrid Allure Pack e-EAT8,Híbrido (Gasolina),Janeiro,2022,25 065 km,1 598 cm3,180 cv,Sim,,,Carrinha,Branco,Automática,,5,,,,,18 Meses,,Nacional,,,Usados,38 990        EUR,8090618939,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-hybrid-allure-pack-e-eat8-ID8PxpzR.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,MINI,Countryman,Cooper SD Auto Desportiva,Diesel,Março,2017,106 000 km,1 995 cm3,190 cv,,,,SUV / TT,Azul,Automática,8,5,,,Tracção dianteira,135 g/km,,,,,,Usados,30 500        EUR,8090691323,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-sd-auto-desportiva-ID8PxIpl.html,,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C5 Aircross,1.5 BlueHDi Shine EAT8,Diesel,Fevereiro,2021,61 000 km,1 499 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Prateado,Automática,8,5,5,,Tracção dianteira,145 g/km,36 Meses,,,,,Usados,32 040        EUR,8090617356,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-shine-eat8-ID8Pxpak.html,,,,,Sim,,,,,,,,,,,,,,,Sim,StandVirtual,Yes,2023-09-25
