Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Tracção,IUC,Filtro de partículas,Consumo Urbano,Emissões CO2,Registo(s),IVA Discriminado,Autonomia Máxima,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,Sub-modelo,Gancho de Reboque,Clássico,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Consumo,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Kia,XCeed,Diesel,Maio,2021,40 857 km,1 598 cm3,136 cv,Sim,Sim,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,36 Meses,Nacional,,,Sim,Usados,26 990        EUR,8089121200,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-6-crdi-mhev-drive-ID8Pr7VM.html,1.6 CRDi MHEV Drive,Sim,,,,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Land Rover,Range Rover Evoque,Diesel,Outubro,2015,125 000 km,1 999 cm3,180 cv,,Sim,SUV / TT,Preto,,Manual,6,5,,Classe 1,,,Sim,Sim,Sim,Usados,25 500        EUR,8089850597,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-se-dynamic-ID8PubHf.html,2.0 TD4 SE Dynamic,,,,,,,,,,,01/10/2023,,,,,01/03/2024,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,B 180,Diesel,Março,2016,220 921 km,1 461 cm3,109 cv,,,Monovolume,Preto,Metalizado,Manual,6,5,5,Classe 1,36 Meses,,,,,Usados,15 200        EUR,8090608169,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-cdi-blueefficiency-edition-ID8PxmM9.html,CDi BlueEfficiency Edition,,Tracção dianteira,147 €,Sim,"4,30 l/100km",94 g/km,,,,"3,20 l/100km",,,Classe B,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 250,Diesel,Maio,2015,194 000 km,2 143 cm3,204 cv,Sim,Sim,Carrinha,Preto,,Automática,,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,27 900        EUR,8090608167,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-amg-line-aut-ID8PxmM7.html,d AMG Line Aut.,Sim,,,Sim,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,E 250,Diesel,Maio,2013,165 000 km,2 143 cm3,204 cv,Sim,Sim,Coupé,Preto,,Automática,,3,4,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,26 750        EUR,8090608166,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-cdi-blueefficiency-auto-ID8PxmM6.html,CDi BlueEfficiency Auto,Sim,,,Sim,,,,,,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Auris,Diesel,Janeiro,2015,134 700 km,1 364 cm3,90 cv,,,Citadino,Prateado,,Manual,6,5,5,,18 Meses,Nacional,,,Sim,Usados,15 950        EUR,8089216616,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-auris-1-4-d-4d-active-ID8PrvLK.html,1.4 D-4D ACtive,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,114,Diesel,Março,2017,80 125 km,1 496 cm3,95 cv,Sim,,Utilitário,Azul,Metalizado,Manual,6,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,17 250        EUR,8089334806,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-114-d-advantage-ID8Ps1v2.html,d Advantage,Sim,Tracção dianteira,,Sim,"4,60 l/100km",,,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,V40,Diesel,Janeiro,2017,80 000 km,1 969 cm3,120 cv,Sim,Sim,Utilitário,Azul,Metalizado,Manual,,5,5,,18 Meses,,Sim,Sim,,Usados,20 900        EUR,8089687178,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-summum-ID8Ptwbs.html,2.0 D2 Summum,,,,,,89 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Spacetourer,Diesel,Setembro,2019,99 000 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Branco,,Manual,6,5,7,Classe 1,18 Meses,,Sim,Sim,,Usados,23 900        EUR,8090266124,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-5-bluehdi-feel-business-ID8PwWNi.html,1.5 BlueHDi Feel Business,,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A3 Limousine,Diesel,Fevereiro,2019,75 535 km,1 598 cm3,116 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,6,4,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,22 990        EUR,8089865376,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-30-tdi-ID8PufxC.html,30 TDI,Sim,Tracção dianteira,,,5 l/100km,135 g/km,,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Hyundai,Ioniq,Eléctrico,Novembro,2019,42 500 km,,136 cv,,Sim,Sedan,Preto,,Automática,,5,,,18 Meses,,Sim,,,Usados,22 900        EUR,8090306955,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-ev-38kwh-ID8Pv6pR.html,EV 38kWh,Sim,Tracção dianteira,,,,,,,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-09-15
Particular,Citroën,C4,Diesel,Julho,2020,125 000 km,1 499 cm3,110 cv,Sim,,Utilitário,Cinzento,Metalizado,Manual,,5,,,,,,,,Usados,16 750        EUR,8089253985,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-feel-pack-ID8PrGut.html,1.5 BlueHDi Feel Pack,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A3 Limousine,Diesel,Janeiro,2014,179 000 km,1 968 cm3,150 cv,Sim,Sim,Sedan,Preto,,Manual,6,4,5,Classe 1,18 Meses,Nacional,,,,Usados,19 990        EUR,8090608137,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-2-0-tdi-s-line-ID8PxmLD.html,2.0 TDI S-line,,Tracção dianteira,,,"5,20 l/100km",113 g/km,,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,318,Diesel,Abril,2018,86 599 km,1 995 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,22 990        EUR,8089183677,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-ID8Proct.html,d Touring,Sim,,,,,,,,,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Focus,Gasolina,Junho,2019,168 939 km,998 cm3,125 cv,Sim,Sim,Utilitário,Azul,Metalizado,Manual,,5,5,Classe 1,18 Meses,Importado,,Sim,Sim,Usados,18 950        EUR,8088773724,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-st-line-x-ID8PpFyk.html,1.0 EcoBoost ST-Line X,,Tracção dianteira,108 €,,,108 g/km,,Sim,1 145 km,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 180,Diesel,Outubro,2022,18 608 km,1 950 cm3,116 cv,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,5,,24 Meses,,Sim,Sim,Sim,Usados,41 990        EUR,8090032390,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PuVZo.html,d Shooting Brake AMG Line Aut.,,Tracção dianteira,,,"5,50 l/100km",134 g/km,,,,"3,90 l/100km",,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Cupra,Formentor,Gasolina,Maio,2021,24 700 km,1 498 cm3,150 cv,,,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,,,,Sim,Usados,35 000        EUR,8090525124,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8Px1aI.html,1.5 TSI Sport DSG,,Tracção dianteira,140 €,,"6,50 l/100km",155 g/km,,,,5 l/100km,,,,,,01/05/2025,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,Traveller,Diesel,Julho,2018,122 965 km,1 560 cm3,115 cv,,Sim,Carrinha,Cinzento,,Manual,,4,8,,18 Meses,Nacional,Sim,Sim,,Usados,38 490        EUR,8090183993,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-1-6-bluehdi-l1h1-business-compact-ID8PwAqB.html,1.6 BlueHDi L1H1 Business Compact,Sim,Tracção dianteira,,,,137 g/km,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Cupra,Ateca,Gasolina,Julho,2021,49 000 km,1 984 cm3,300 cv,,Sim,SUV / TT,Cinzento,,Automática,7,5,5,Classe 1,,Nacional,Sim,Sim,Sim,Usados,42 000        EUR,8090482226,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-ateca-2-0-tsi-4drive-dsg-limited-edition-ID8PvQ0O.html,2.0 TSI 4Drive DSG Limited Edition,,Integral,,Sim,"8,90 l/100km",,,,,,,,,,,01/03/2025,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,MINI,Clubman,Gasolina,Agosto,2021,27 600 km,1 998 cm3,306 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,6,5,Classe 1,24 Meses,Nacional,Sim,Sim,Sim,Usados,44 750        EUR,8089105459,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-john-cooper-works-all4-ID8Pr3QT.html,John Cooper Works ALL4,,Integral,,,,,1,,,,,,,,,01/08/2025,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Tesla,Model 3,Eléctrico,Setembro,2019,37 322 km,,351 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,36 Meses,,Sim,,Sim,Usados,39 900        EUR,8090599515,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8Pxkvz.html,Long-Range Dual Motor AWD,,Integral,,,,,1,Sim,,,22/09/2025,18 l/100km,,,,07/09/2027,480 km,75 kWh,Própria,17 kWh/100km,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,X1,Diesel,Outubro,2021,31 887 km,1 496 cm3,116 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,24 Meses,Nacional,Sim,,Sim,Usados,38 900        EUR,8090599510,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-auto-ID8Pxkvu.html,16 d sDrive Pack M Auto,Sim,Tracção dianteira,,,,,1,,,,27/10/2025,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Land Rover,Range Rover Evoque,Diesel,Julho,2016,68 000 km,1 999 cm3,150 cv,,,SUV / TT,Preto,,Manual,6,5,,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,31 980        EUR,8090329531,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-ed4-se-dynamic-ID8PvchZ.html,2.0 eD4 SE Dynamic,,Tracção dianteira,,,,152 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Volvo,XC 40,Gasolina,Março,2022,20 000 km,1 477 cm3,163 cv,,,SUV / TT,Branco,,Automática,,5,,,,,,,,Usados,39 900        EUR,8090422239,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t3-momentum-plus-geartronic-ID8PvAph.html,1.5 T3 Momentum Plus Geartronic,,,,,"8,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Land Rover,Range Rover Evoque,Diesel,Janeiro,2018,109 251 km,1 999 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,33 000        EUR,8090599422,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-ID8Pxkw4.html,2.0 TD4 HSE Dynamic,Sim,Tracção dianteira,,Sim,,,1,,,,04/01/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,308,Diesel,Fevereiro,2022,18 055 km,1 499 cm3,130 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,36 Meses,Nacional,Sim,,Sim,Usados,36 900        EUR,8090481719,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-gt-pack-eat8-ID8PvPSD.html,1.5 BlueHDi GT Pack EAT8,Sim,Tracção dianteira,,,,,1,,,,,,,,,22/02/2025,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,420 Gran Coupé,Diesel,Setembro,2018,49 900 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Castanho,Metalizado,Automática,8,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,34 990        EUR,8088031264,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-line-luxury-auto-ID8Pmypa.html,d Line Luxury Auto,Sim,Tracção traseira,,,,,1,,,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,B 250,Híbrido (Gasolina),Maio,2021,22 897 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Prateado,Metalizado,Automática,8,5,5,,24 Meses,Nacional,Sim,Sim,Sim,Usados,41 900        EUR,8090223318,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-250-ID8PwKES.html,,,Tracção dianteira,,Sim,,,,,,,,,Classe B,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,3008,Diesel,Abril,2022,29 000 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Preto,,Manual,6,5,5,Classe 1,36 Meses,,,,,Usados,31 850        EUR,8089379659,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Psdbt.html,1.5 BlueHDi Active Pack,,,,,"4,40 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 180,Diesel,Setembro,2021,48 596 km,1 950 cm3,116 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,24 Meses,,Sim,Sim,Sim,Usados,36 490        EUR,8089617999,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PtdbF.html,,,Tracção dianteira,,,"6,20 l/100km",127 g/km,,,,"3,80 l/100km",,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,318,Diesel,Outubro,2020,46 000 km,1 995 cm3,150 cv,Sim,Sim,Carrinha,Preto,,Automática,6,5,5,Classe 1,36 Meses,,,,,Usados,36 500        EUR,8089380125,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-ID8PsdiZ.html,,,Tracção traseira,,,,,,,,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Mégane Sport Tourer,Híbrido (Gasolina),Outubro,2022,22 000 km,1 598 cm3,160 cv,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,36 Meses,,,,,Usados,37 500        EUR,8089379608,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-ID8PsdaE.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Julho,2019,50 470 km,1 461 cm3,116 cv,Sim,Sim,Utilitário,Prateado,,Automática,,5,5,,24 Meses,,Sim,Sim,Sim,Usados,31 900        EUR,8088328983,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8PnNR5.html,d Progressive Aut.,Sim,,,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,520,Diesel,Novembro,2017,123 000 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,34 500        EUR,8088990490,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-sport-auto-ID8PqzVy.html,d Line Sport Auto,Sim,Tracção traseira,,,,119 g/km,,,,,08/06/2023,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180 Limousine,Diesel,Abril,2022,20 668 km,1 950 cm3,116 cv,Sim,Sim,Sedan,Preto,,Automática,,4,5,,36 Meses,Nacional,,,,Usados,38 000        EUR,8088015973,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-style-aut-ID8Pmuqx.html,d Style Aut.,,,,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 300,Híbrido (Diesel),Novembro,2019,86 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Sim,Usados,35 750        EUR,8090313531,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8Pv87W.html,de Avantgarde,Sim,Tracção traseira,240 €,Sim,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 300,Híbrido (Diesel),Junho,2020,59 000 km,1 950 cm3,306 cv,,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,,,18 Meses,Nacional,Sim,Sim,Sim,Usados,42 900        EUR,8090608329,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PxmOJ.html,de AMG Line,,,,,,,1,,,,,,Classe C,,,31/05/2025,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,S 300,Híbrido (Diesel),Janeiro,2016,118 500 km,2 143 cm3,231 cv,,,Sedan,Preto,Metalizado,Automática,,4,,,,,,,,Usados,44 900        EUR,8090422235,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-s-300-bluetec-hybrid-ID8PvApd.html,BlueTEC Hybrid,,,,Sim,"4,70 l/100km",,,,,,,,Classe S,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 300,Híbrido (Diesel),Outubro,2019,180 416 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Branco,Metalizado,Automática,9,5,5,Classe 1,24 Meses,Importado,Sim,Sim,Sim,Usados,34 490        EUR,8089556334,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PsX94.html,de AMG Line,Sim,Tracção traseira,,,,37 g/km,1,Sim,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 160,Gasolina,Julho,2022,14 600 km,1 332 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,,Manual,6,5,5,,36 Meses,Nacional,Sim,,Sim,Usados,32 900        EUR,8090462177,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-amg-line-ID8PvKNr.html,AMG Line,,,,,,136 g/km,,,,,,,Classe A,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A5 Sportback,Diesel,Julho,2018,167 800 km,1 968 cm3,150 cv,Sim,Sim,Sedan,Cinzento,,Automática,,5,4,,18 Meses,Importado,Sim,Sim,Sim,Usados,31 500        EUR,8087495686,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-design-s-tronic-ID8Pkj4O.html,2.0 TDI Design S tronic,,Tracção dianteira,,,,,1,,,,31/07/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Novembro,2019,99 900 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Branco,Metalizado,Automática,,5,5,Classe 1,18 Meses,,,Sim,,Usados,42 500        EUR,8089197778,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-avantgarde-ID8PrrRU.html,De Avantgarde,,,,,,,,,,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Tesla,Model S,Eléctrico,Maio,2017,130 000 km,,332 cv,,,Sedan,Azul,Metalizado,Automática,,5,5,,,,,,,Usados,41 950        EUR,8090474492,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75d-ID8PvO04.html,75D,,,,,,,,,,,,,,,,,450 km,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Jaguar,F-Pace,Diesel,Janeiro,2017,190 672 km,1 999 cm3,180 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,,18 Meses,,,,,Usados,33 900        EUR,8089135383,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-portfolio-aut-ID8PrbDx.html,2.0 i4D Portfolio Aut.,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 250,Diesel,Junho,2017,114 861 km,2 143 cm3,204 cv,Sim,Sim,Coupé,Branco,,Automática,,2,4,,18 Meses,Nacional,Sim,Sim,Sim,Usados,36 490        EUR,8089713385,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-aut-ID8PtC09.html,d Aut.,,,,,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 250,Diesel,Junho,2016,152 300 km,2 143 cm3,204 cv,Sim,Sim,Coupé,Branco,,Automática,,3,5,,18 Meses,Importado,,Sim,Sim,Usados,33 980        EUR,8089783405,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-cdi-be-aut-ID8PtUdw.html,CDi BE Aut.,,,,Sim,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Tesla,Model S,Eléctrico,Junho,2017,199 000 km,,320 cv,,,Coupé,Cinzento,Metalizado,Automática,,5,5,Classe 1,,Nacional,Sim,Sim,Sim,Usados,35 000        EUR,8089615747,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75-ID8PtcBl.html,75,,Tracção traseira,,,,,1,,320 km,,,,,,,15/06/2025,320 km,75 kWh,Própria,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,GLC 350,Híbrido (Gasolina),Setembro,2018,100 000 km,1 991 cm3,320 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Sim,Usados,42 999        EUR,8089102334,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-amg-line-4-matic-ID8Pr32u.html,e AMG Line 4-Matic,Sim,Integral,230 €,Sim,,71 g/km,1,,1 000 km,,,,Classe GLC,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,T-Roc,Gasolina,Março,2022,19 204 km,1 498 cm3,150 cv,,,SUV / TT,Azul,,Automática,,5,5,,36 Meses,Nacional,,,,Usados,31 990        EUR,8090608292,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-5-tsi-sport-dsg-ID8PxmO8.html,1.5 TSI Sport DSG,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Junho,2020,99 955 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,30 950        EUR,8090325756,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8Pvbj6.html,e Progressive,,Tracção dianteira,,,,23 g/km,1,Sim,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,V90,Diesel,Novembro,2017,75 500 km,1 969 cm3,190 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,41 500        EUR,8090474006,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-momentum-geartronic-ID8PvNSe.html,2.0 D4 Momentum Geartronic,,Tracção dianteira,,,"5,60 l/100km",,,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,MINI,Cabrio,Gasolina,Abril,2017,68 000 km,1 998 cm3,231 cv,Sim,Sim,Cabrio,Vermelho,Metalizado,Automática,6,2,4,Classe 1,18 Meses,Importado,,Sim,Sim,Usados,32 950        EUR,8089856468,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-john-cooper-works-auto-desportiva-ID8PuddV.html,John Cooper Works Auto Desportiva,Sim,Tracção dianteira,,,"7,40 l/100km",138 g/km,,,,"5,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,V60,Diesel,Abril,2019,99 750 km,1 969 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,34 750        EUR,8089717694,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PtD7E.html,2.0 D4 Inscription Geartronic,Sim,Tracção dianteira,,,"5,40 l/100km",146 g/km,1,,,"4,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Passat Variant,Híbrido (Gasolina),Junho,2021,30 995 km,1 395 cm3,218 cv,,,Carrinha,Branco,,Automática,,5,5,,36 Meses,Nacional,,,,Usados,37 590        EUR,8089640063,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PtiWx.html,1.4 TSI GTE Plug-in,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
